review_id,aspect,opinion_word,aspect_sentiment
2176424839,eye,super,positive
2176424839,eye,sensitive,negative
2176424839,size,larger,neutral
2176424839,size,accessible,neutral
2176424839,cleanser,favorite,positive
2176424839,cleanser,gentle,positive
8762070199,pimple,small,neutral
8762070199,out,huge,positive
12715240373,serums,other,neutral
1469086227,tan,best,positive
1469086227,patch,weird,negative
1469086227,patch,dry,negative
1469086227,skin,light,positive
9148171789,cleanser,good,positive
9148171789,skin,oily,negative
9148171789,skin,dry,negative
9148171789,smell,nice,positive
9148171789,henriksen,ole,neutral
9148171789,substitute,okay,positive
6230730719,product,adore,positive
6230730719,time,first,neutral
6230730719,texture,great,positive
6230730719,white,little,neutral
6230730719,heads-,white,negative
6230730719,product,heavy,negative
6230730719,skin,dry,negative
20163227133,mask,love,positive
20163227133,eye,brighten,positive
20163227133,boost,extra,neutral
11867066360,hand,other,neutral
11867066360,purchase,big,neutral
11867066360,freckle,pale,neutral
11867066360,tone,uneven,neutral
11867066360,treatment,love,positive
11867066360,month,past,neutral
11867066360,moisturizer,simple,neutral
11867066360,moisturizer,free,positive
11867066360,moisturizer,facial,neutral
11867066360,layer,thin,neutral
11867066360,face,entire,neutral
11867066360,time,st,neutral
11867066360,skin,toned,neutral
11867066360,result,instant,neutral
11867066360,coverage,total,neutral
11867066360,concealer,little,neutral
11867066360,dust,light,positive
11867066360,effect,opposite,neutral
11867066360,month,least,neutral
11867066360,use,daily,neutral
5820257629,routine,nighttime,neutral
5820257629,day,next,neutral
9226452611,change,much,neutral
5563166980,break,worst,negative
5563166980,skin,red,negative
5453546681,routine,current,neutral
5453546681,place,same,neutral
5453546681,one,new,neutral
5453546681,concern,specific,neutral
5453546681,serum,lovely,positive
5453546681,product,only,neutral
5453546681,recipe,glow,neutral
2378399439,product,complimentary,positive
2378399439,packaging,love,positive
2378399439,fridge,mini,neutral
2378399439,difference,major,neutral
7414560249,eye,nice,positive
7414560249,aspect,like,negative
2188131306,cream,new,neutral
2188131306,day,few,neutral
2188131306,wrinkle,bad,negative
2188131306,cream,regular,neutral
9062270493,serum,amazing,positive
9062270493,bump,little,neutral
9062270493,bump,white,negative
9062270493,area,dark,neutral
9062270493,use,few,neutral
12575302922,stuff,love,positive
12575302922,face,fresh,positive
7073915302,review,positive,positive
7073915302,ingredient,great,positive
7073915302,method,different,neutral
5457910347,product,small,neutral
5457910347,greasysticky,little,neutral
2301846031,cast,white,negative
2301846031,product,other,neutral
2301846031,smell,awful,negative
2301846031,product,foul,neutral
5797786642,makeup,love,positive
6764041701,undertone,neutral,neutral
6764041701,tone,warm,positive
6764041701,complaint,only,neutral
6764041701,motion,quick,neutral
6764041701,motion,circular,neutral
6764041701,color,subtle,neutral
6764041701,circle,dark,neutral
6764041701,pille,annoying,negative
6764041701,sunscreen,unseen,neutral
6764041701,sunscreen,better,positive
5570507046,product,love,positive
5570507046,skin,itchy,negative
5570507046,extract,rose,neutral
5570507046,product,recommend,negative
1984283841,head,small,neutral
1984283841,head,white,negative
1984283841,bump,little,neutral
1984283841,bump,red,negative
1984283841,product,other,neutral
1984283841,irritant,common,neutral
1984283841,oil,other,neutral
1984283841,face,pure,neutral
1984283841,oil,effective,positive
5730751918,container,entire,neutral
5730751918,line,fine,positive
8333452320,skin,dry,negative
8333452320,purchase,best,positive
8333452320,skin,better,positive
8333452320,skin,dull,positive
8333452320,line,fine,positive
8333452320,vitamin,good,positive
8333452320,result,better,positive
30381313345,product,amazing,positive
30381313345,size,mini,neutral
30381313345,size,full,neutral
30381313345,hydration,key,neutral
30381313345,skin,hydrated,positive
30381313345,smell,love,positive
30381313345,smell,slight,neutral
1040369429,liquid,kate,neutral
1040369429,liquid,somerville,neutral
1040369429,treatment,triple,neutral
1040369429,treatment,acid,neutral
1040369429,exfolikate,regular,neutral
1040369429,day,next,neutral
1040369429,effect,nice,positive
1040369429,result,majorly,neutral
1040369429,result,dramatic,neutral
1040369429,day,other,neutral
1040369429,irritation,avoid,negative
9271264848,experience,good,positive
9271264848,dot,micro,neutral
9271264848,dot,-,neutral
9271264848,dot,needle,neutral
9271264848,acne,occasional,neutral
9271264848,acne,cystic,neutral
9271264848,concept,similar,neutral
9271264848,oil,excess,neutral
9271264848,skin,oily,negative
860269905,bottle,full,neutral
10023654459,skin,sensitive,negative
10023654459,day,first,neutral
10023654459,bit,little,neutral
1432424987,serum,watery,negative
1432424987,way,like,negative
6100554153,product,amazing,positive
6100554153,week,free,positive
6100554153,product,sized,neutral
6100554153,product,enough,neutral
6100554153,product,enough,neutral
6100554153,opinion,honest,positive
1325016505,care,love,positive
1325016505,care,drunk,negative
1325016505,formula,sticky,negative
9473793850,expensive,little,neutral
9473793850,cream,expensive,negative
9473793850,combination,oily,negative
9473793850,patch,dry,negative
9473793850,moisturizer,hydrated,positive
9473793850,product,love,positive
9473793850,brand,different,neutral
9473793850,pimple,huge,positive
9473793850,size,full,neutral
9473793850,sample,more,neutral
9473793850,morning,next,neutral
9473793850,face,radiant,positive
9473793850,day,more,neutral
9473793850,result,real,neutral
9473793850,brand,expensive,negative
8944006853,moisturizersunscreen,love,positive
8944006853,skin,oily,negative
8944006853,skin,super,positive
8944006853,skin,oily,negative
8944006853,head,white,negative
8944006853,pore,clog,neutral
8944006853,time,single,neutral
8944006853,type,oilier,neutral
8944006853,skin,oily,negative
8944006853,reason,only,neutral
8944006853,idea,love,positive
8944006853,thing,only,neutral
9981232358,year,several,neutral
7983820249,experience,different,neutral
7983820249,way,different,neutral
7983820249,skin,super,positive
7983820249,skin,sensitive,negative
7983820249,organic,like,positive
5060519902,cream,best,negative
921958793,odor,offensive,negative
5404857990,thing,important,positive
5404857990,skin,sensitive,negative
5404857990,skin,irritate,positive
32068357991,serum,regular,neutral
32068357991,acid,hyaluronic,neutral
32068357991,bottle,full,neutral
32068357991,serum,generic,neutral
32068357991,serum,hyaluronic,neutral
32068357991,recipe,love,positive
11467356700,benefit,like,positive
11467356700,smell,hate,negative
27582566513,grail,holy,positive
27582566513,everrrr,best,positive
6607070036,acid,love,positive
6607070036,acid,lactic,neutral
6607070036,spot,brown,neutral
6607070036,skin,better,positive
6607070036,spot,brown,neutral
5676764035,weight,light,positive
5676764035,moisturizer,regular,neutral
5886022722,difference,big,neutral
8714256679,ingredient,top,positive
8714256679,product,wonderful,positive
8714256679,lesson,huge,positive
8714256679,marketing,dishonest,negative
8714256679,concept,green,neutral
1704320869,meh,pretty,positive
1704320869,idea,love,positive
1704320869,harvesting,wild,neutral
1704320869,lot,whole,neutral
1704320869,smell,love,negative
1704320869,effect,major,neutral
1704320869,effect,anti,negative
1704320869,effect,-,neutral
1704320869,effect,aging,neutral
1788081732,smell,enjoy,negative
1766964913,product,free,positive
1766964913,change,significant,positive
8939850158,skin,combinational,neutral
8939850158,formula,thick,negative
8939850158,redness,much,neutral
8939850158,pro,biggest,neutral
1374671028,pad,like,positive
1374671028,product,overall,neutral
1374671028,product,good,positive
1826635147,time,first,neutral
1826635147,day,last,neutral
1826635147,colour,brown,neutral
5210928652,review,honest,positive
5210928652,addition,fun,positive
5210928652,difference,huge,positive
5210928652,result,lasting,neutral
2076003298,skin,great,positive
6205361562,skin,sensitive,negative
6205361562,day,few,neutral
6205361562,patch,angry,negative
6205361562,patch,red,negative
6205361562,little,sting,neutral
6205361562,result,similar,neutral
6205361562,skin,sensitive,negative
6169457054,product,holy,positive
6169457054,product,clear,positive
1393187478,week,past,neutral
1393187478,brand,favorite,positive
1393187478,cleanser,gentle,positive
1393187478,smell,light,positive
1393187478,smell,pleasant,positive
1393187478,way,long,neutral
1393187478,time,long,neutral
1393187478,cleanser,different,neutral
5055386831,area,puffy,negative
5055386831,mask,recommend,positive
5055386831,mask,other,neutral
8064121058,result,immediate,neutral
8064121058,hydration,instant,neutral
8064121058,texture,plumpness,neutral
8064121058,skin,better,positive
1030809984,sample,deluxe,neutral
1030809984,smell,nice,positive
27230455433,cream,thick,negative
27230455433,skin,moisturize,neutral
27230455433,thing,only,neutral
1496480942,packaging,nice,positive
1496480942,fragrance,strong,positive
1203799242,sweetener,artificial,neutral
1203799242,skincare,complex,neutral
1329691747,skin,dry,negative
9406170014,skin,sting,neutral
9406170014,consistency,beautiful,positive
5060128558,wash,best,positive
1978311192,toner,hydrating,positive
1978311192,toner,recommend,positive
1978311192,product,other,neutral
1978311192,stuff,love,positive
1683331473,blemish,small,neutral
1683331473,one,big,neutral
1683331473,one,nasty,negative
1683331473,one,big,neutral
8797152571,sunscreen,other,neutral
34391418299,product,free,positive
34391418299,moisturizer,like,positive
34391418299,ingredient,clean,negative
11061065732,product,amazing,positive
11061065732,skin,dry,negative
11061065732,product,love,positive
9815526654,difference,big,neutral
9815526654,skin,red,negative
9815526654,skin,sensitive,negative
9815526654,benefit,more,neutral
22543485733,way,good,positive
22543485733,pump,perfect,positive
22543485733,herb,other,neutral
22543485733,herb,essential,neutral
22543485733,way,love,positive
22543485733,wash,first,neutral
22543485733,bottle,second,neutral
22543485733,product,pricey,neutral
6316702433,packaging,beautiful,positive
6316702433,unit,love,positive
6316702433,unit,purple,neutral
6316702433,mask,easy,positive
6316702433,face,soft,positive
8584636896,texture,love,positive
1989001670,face,tight,negative
25171692369,product,love,positive
25171692369,night,single,neutral
25171692369,skin,amazing,positive
1652924745,week,few,neutral
1652924745,serums,expensive,negative
1652924745,critique,only,neutral
1652924745,scent,slight,neutral
1409986358,layer,thin,neutral
1409986358,hydration,full,neutral
27625629548,skin,brighten,positive
27625629548,pore,minimal,neutral
27625629548,collaborator,true,positive
27625629548,ticket,presidential,neutral
7667123057,size,pore,neutral
7667123057,skin,oily,negative
34844488845,change,dramatic,neutral
34844488845,comedo,closed,neutral
34844488845,skin,dry,negative
6582293498,cleansing,best,positive
6582293498,skin,clean,positive
6582293498,size,small,neutral
6582293498,size,bigger,neutral
6582293498,time,next,neutral
6582293498,smell,nice,positive
1309958552,oil,other,neutral
1309958552,strip,little,neutral
6562405610,eye,puffy,negative
6562405610,eye,puffier,neutral
7903738278,moisturizer,good,positive
8449561680,shampoo,regular,neutral
8449561680,dispenser,terrible,negative
8449561680,dispenser,hard,negative
1339038828,oil,amazing,positive
1339038828,skin,softer,neutral
1339038828,skin,clearer,positive
1339038828,skin,dry,negative
1339038828,website,cosdna,neutral
1339038828,bottle,last,neutral
1339038828,fragrance,unnatural,neutral
1339038828,fragrance,artificial,neutral
1339038828,way,long,neutral
1339038828,stuff,best,positive
2608052945,price,amazing,positive
2608052945,serum,expensive,negative
2608052945,scar,old,neutral
2608052945,price,right,neutral
2608052945,time,first,neutral
2608052945,price,right,neutral
2608052945,result,major,neutral
2608052945,consistency,key,neutral
2608052945,serum,expensive,negative
2608052945,skin,smoother,positive
2608052945,makeup,full,neutral
2608052945,product,amazing,positive
8541783841,review,previous,neutral
8541783841,product,recommend,positive
21179969056,product,love,positive
21179969056,skin,smooth,positive
21179969056,product,same,neutral
21179969056,size,full,neutral
8677447404,skin,dry,negative
8677447404,skin,sensitive,negative
8677447404,patch,dry,negative
8677447404,patch,dry,negative
21808235137,cleanser,other,neutral
6278802135,product,amazing,positive
6278802135,toner,fresh,positive
6278802135,toner,basic,neutral
6278802135,scent,wonderful,positive
6278802135,scent,like,positive
6278802135,balance,perfect,positive
6278802135,product,unique,neutral
1376163929,masker,religious,neutral
1376163929,result,noticeable,positive
1376163929,result,consistent,neutral
1376163929,skin,acne,negative
1376163929,skin,sensitive,negative
1376163929,tingle,temporary,neutral
1376163929,application,first,neutral
1376163929,face,plump,positive
1376163929,blemish,dormant,neutral
6846223552,product,new,neutral
6846223552,product,favorite,positive
21191329896,serum,double,neutral
9673514290,product,like,negative
9673514290,product,cheaper,neutral
9673514290,smell,strong,positive
9673514290,strawberry,fake,negative
9673514290,like,normal,neutral
1775342098,skin,dry,negative
1775342098,product,awful,positive
1775342098,wastefulness,frustrating,negative
28017357200,skin,sensitive,negative
28017357200,research,enough,neutral
28017357200,niacinamide,love,positive
28017357200,niacinamide,ordinary,neutral
7358526607,product,like,negative
7358526607,hope,high,neutral
7358526607,skin,clear,positive
1329206643,review,great,positive
1329206643,hope,high,neutral
1329206643,line,fine,positive
1329206643,line,subtle,neutral
1329206643,buffet,ordinary,neutral
1329206643,reaction,bad,negative
1329206643,price,great,positive
6409695343,hydration,more,neutral
6409695343,bit,little,neutral
6409695343,oil,much,neutral
9145333144,texture,gritty,negative
9145333144,product,love,positive
9145333144,product,ordinary,neutral
9145333144,product,recommend,positive
6720966949,skin,oily,negative
6720966949,prone,acne,negative
6720966949,product,perfect,positive
6720966949,acne,small,neutral
6720966949,product,love,positive
7470033806,time,multiple,neutral
7470033806,feel,oily,negative
7470033806,plus,big,neutral
7470033806,pore,clog,neutral
7470033806,day,next,neutral
7470033806,day,next,neutral
7470033806,day,few,neutral
7470033806,thing,other,neutral
7470033806,pore,clog,neutral
7216340969,skin,dry,negative
7216340969,oil,most,neutral
7216340969,oil,other,neutral
7216340969,scent,mild,positive
7216340969,scent,noticeable,positive
7216340969,dropper,full,neutral
7216340969,product,bad,negative
7216340969,face,most,neutral
8282957047,moisturizer,nighttime,neutral
1870994424,brand,love,positive
1870994424,result,same,neutral
1870994424,brand,ordinary,neutral
2522589999,skin,soft,positive
2522589999,hormonalstress,small,neutral
2522589999,way,love,positive
2522589999,people,fellow,neutral
2522589999,people,sensitive,negative
2083688441,serum,decent,positive
2083688441,type,different,neutral
2083688441,skin,combo,neutral
2083688441,spray,cheaper,neutral
1696370280,change,much,neutral
1696370280,breakout,bad,negative
6089832639,container,beautiful,positive
6089832639,glass,round,neutral
6089832639,skin,mature,positive
6089832639,reticent,little,neutral
6089832639,circle,dark,neutral
6089832639,expectation,little,neutral
6089832639,cream,smooth,positive
6089832639,try,real,neutral
6089832639,couple,first,neutral
6089832639,difference,only,neutral
6089832639,skin,supple,positive
6089832639,circle,different,neutral
6089832639,week,first,neutral
6089832639,difference,pronounced,neutral
6089832639,circle,darker,neutral
6089832639,job,great,positive
6089832639,cream,other,neutral
32956873149,sunscreen,flawless,positive
32956873149,sunscreen,decent,positive
32956873149,cast,white,negative
32956873149,toner,normal,neutral
32956873149,toner,routine,neutral
32956873149,serum,hydrate,neutral
32956873149,like,crazy,negative
7983533056,smell,odd,negative
6035954508,product,love,positive
6035954508,hydrate,soft,positive
6035954508,routine,daily,neutral
6796714536,maskne,horrible,negative
6796714536,treatment,new,neutral
6796714536,acid,salicylic,neutral
6796714536,result,good,positive
6796714536,improvement,overnight,neutral
29584764258,product,love,positive
29584764258,product,new,neutral
29584764258,product,free,positive
29584764258,product,more,neutral
8205116806,skin,dry,negative
8205116806,skin,dry,negative
8205116806,month,almost,neutral
8205116806,tone,uneven,neutral
5395277655,product,free,positive
5395277655,week,few,neutral
5395277655,skin,severe,negative
5395277655,skin,dry,negative
5395277655,wonder,absolute,neutral
5395277655,face,oily,negative
5395277655,plus,absolute,neutral
1630063434,skin,combo,neutral
1630063434,size,same,neutral
1630063434,effect,worst,negative
1630063434,eye,clear,positive
1405364449,sample,deluxe,neutral
1405364449,week,last,neutral
1405364449,essence,nice,positive
1405364449,care,regular,neutral
1405364449,care,nightly,neutral
1405364449,essence,other,neutral
1405364449,job,same,neutral
1405364449,money,less,neutral
1405364449,skin,great,positive
1405364449,skin,expensive,positive
2459652664,moisture,intense,positive
2459652664,treatment,retinal,neutral
1408020184,toner,usual,neutral
34505814884,price,excellent,positive
34505814884,product,inexpensive,neutral
6814398195,product,little,neutral
6629337026,time,longest,neutral
6629337026,sunscreen,unseen,neutral
6629337026,pore,clog,neutral
6629337026,eye,fine,positive
6629337026,bottle,big,neutral
6629337026,sunscreen,best,positive
1327217370,texture,love,positive
1327217370,results-,great,positive
1862797167,reviewer,other,neutral
1862797167,market,current,neutral
1862797167,serums,concentrated,neutral
1862797167,acid,hyaluronic,neutral
1862797167,ingredient,first,neutral
1862797167,product,other,neutral
1862797167,brand,non,neutral
1862797167,brand,-,neutral
1862797167,brand,luxury,neutral
1862797167,product,affordable,positive
5697664565,product,like,positive
5697664565,smell,unpleasant,negative
5697664565,change,noticeable,positive
8191906021,eyeliner,waterproof,neutral
8191906021,skin,sensitive,negative
8191906021,scent,love,positive
8191906021,scent,light,positive
8876590222,removal,easier,positive
12137486051,toner,amazing,positive
12137486051,use,few,neutral
12137486051,oil,excess,neutral
12137486051,pore,large,neutral
12137486051,people,oily,negative
12137486051,skin,lighter,neutral
2126442350,review,good,positive
2126442350,hydration,deep,neutral
2126442350,face,red,negative
2126442350,sunburn,worst,negative
2126442350,day,next,neutral
2126442350,face,red,negative
2126442350,reaction,bad,negative
6135833833,consistency,weird,negative
6135833833,acid,lactic,neutral
6135833833,acid,lactic,neutral
6153994354,skin,pale,neutral
6153994354,skin,sensitive,negative
6153994354,skin,prone,neutral
1233845392,dry,irritated,negative
1233845392,regardless,dry,negative
1233845392,product,other,neutral
1233845392,skin,sensitive,negative
6532200208,product,new,neutral
6532200208,product,favorite,positive
6532200208,day,last,neutral
5874187099,product,nice,positive
5874187099,finish,sparkly,neutral
5874187099,applicator,great,positive
9062289725,product,amazing,positive
9062289725,routine,alternate,neutral
9062289725,product,love,positive
9062289725,fragrance,love,positive
9062289725,packaging,thoughtful,positive
9062289725,bottle,tiny,neutral
9062289725,bottle,little,neutral
1362521937,size,smaller,neutral
1362521937,expectation,high,neutral
1362521937,texture,love,positive
1362521937,difference,drastic,neutral
1362521937,moisturizer,other,neutral
1362521937,product,other,neutral
1362521937,time,few,neutral
1362521937,whitehead,small,neutral
1362521937,blemish,rooted,neutral
1362521937,blemish,painful,negative
1362521937,day,few,neutral
982126357,result,significant,positive
982126357,acne,clear,negative
7017181262,skin,sensitive,negative
7017181262,skin,irritate,negative
7017181262,face,entire,neutral
7017181262,product,recommend,negative
7017181262,skin,dry,negative
7017181262,skin,sensitive,negative
2249756960,tea,lovely,positive
2249756960,bottle,whole,neutral
2061231299,smell,strong,positive
2061231299,mark,stubborn,negative
2061231299,mark,dark,neutral
2359153309,glow,like,positive
1578760748,pore,clog,neutral
1578760748,product,better,positive
2481267458,eye,under,neutral
2481267458,moisturize,smooth,positive
1541010946,like,crazy,negative
1541010946,acne,cystic,neutral
22998720793,oil,nice,positive
22998720793,oil,lightweight,positive
22998720793,layer,second,neutral
22998720793,skin,tight,negative
22998720793,pore,clog,neutral
11273993917,cleaner,nice,positive
11273993917,cleaner,gentle,positive
1431993353,product,other,neutral
1431993353,husband,shocked,negative
811791493,day,first,neutral
811791493,day,sunny,positive
811791493,cheek,red,negative
811791493,feel,like,positive
811791493,photo,awful,negative
811791493,skin,ready,positive
22057742440,healthier,much,neutral
22057742440,gene,good,positive
21420464494,stuff,love,positive
21420464494,perfume,like,negative
22756809886,skin,dry,negative
22756809886,moisturizer,thick,negative
22756809886,skin,soft,positive
22756809886,moisturizer,new,neutral
6062683667,bottle,entire,neutral
6062683667,change,noticeable,positive
6062683667,cream,other,neutral
5104439384,serum,nice,positive
5104439384,weather,warmer,positive
5104439384,skin,oily,negative
5104439384,spot,dark,neutral
5104439384,claim,biggest,neutral
5104439384,place,first,neutral
22543485733,thing,good,positive
22543485733,correction,green,neutral
22543485733,price,bad,positive
25278917111,price,much,neutral
9359026881,moisturizer,love,positive
9359026881,gel,less,neutral
9359026881,breakout,small,neutral
9359026881,formula,new,neutral
9359026881,formula,thicker,neutral
9359026881,product,love,positive
9359026881,skin,oily,negative
9359026881,week,few,neutral
1919503736,stuff,amazing,positive
1919503736,downfall,only,neutral
1919503736,skin,coated,neutral
1919503736,skin,hydrated,positive
7373937991,pimple,fresh,positive
7373937991,tone,darker,neutral
6026474778,year,last,neutral
6026474778,cast,white,negative
26607319703,type,normal,neutral
26607319703,type,dry,negative
26607319703,thing,same,neutral
26607319703,soap,dish,neutral
12958931502,cast,slight,neutral
22133995877,skin,worse,negative
22133995877,sensation,slight,neutral
22133995877,price,worth,positive
910198377,pille,visible,neutral
910198377,quality,better,positive
8762255931,cream,original,positive
8762255931,moisturizer,new,neutral
8762255931,grail,holy,positive
8762255931,skin,dry,negative
8762255931,skin,prone,neutral
8762255931,couple,past,neutral
8762255931,face,dry,negative
8762255931,cream,old,neutral
8762255931,moisturizer,perfect,positive
9145041660,skin,dry,negative
9145041660,moisturizer,amazing,positive
8880083268,acne,worst,negative
8880083268,way,other,neutral
8880083268,problem,same,neutral
35305342203,undereye,such,neutral
35305342203,undereye,puffy,negative
35305342203,undereye,dark,neutral
2147501948,review,great,positive
2147501948,cleanser,usual,neutral
33297708193,dot,fave,positive
33297708193,dot,hydrocolloid,neutral
33297708193,addendum,few,neutral
33297708193,people,many,neutral
33297708193,way,good,positive
33297708193,skin,dry,negative
33297708193,way,good,positive
33297708193,shirt,clean,positive
33297708193,dot,unmedicated,neutral
33297708193,one,weird,negative
33297708193,wound,tiny,neutral
33297708193,wound,noticeable,positive
33297708193,day,next,neutral
33297708193,junk,white,negative
33297708193,work,essential,neutral
33297708193,day,next,neutral
33297708193,day,for-,neutral
33297708193,day,next,neutral
33297708193,wound,tiny,neutral
33297708193,talk,real,neutral
33297708193,wound,tiny,neutral
8146045155,product,okay,positive
8146045155,scent,powerful,positive
5825810832,skin,combo,neutral
26540647159,moisturizer,good,positive
26540647159,formula,lightweight,positive
1522132579,formula,love,positive
1522132579,skincare,daily,neutral
2257954897,cream,cheaper,neutral
2257954897,result,better,positive
28500714722,serum,love,positive
28500714722,money,own,neutral
8712005769,product,great,positive
8712005769,skin,dry,negative
8712005769,feel,love,positive
8712005769,ingredient,important,positive
8712005769,skin,oily,negative
28948886144,skin,normal,neutral
28948886144,cleanser,standard,neutral
6370262066,line,fine,positive
6370262066,circle,dark,neutral
6370262066,cream,new,neutral
6370262066,week,few,neutral
6370262066,radical,free,positive
6370262066,production,natural,positive
6370262066,line,fine,positive
6370262066,line,fine,positive
6370262066,circle,dark,neutral
6370262066,preventionsmoothing,fine,positive
6370262066,white,opaque,neutral
6370262066,cream,white,negative
6370262066,texture,slippery,neutral
6370262066,area,under,neutral
6370262066,scent,enjoyable,positive
6370262066,scent,sweet,positive
6370262066,line,fine,positive
6370262066,corner,inner,neutral
6370262066,week,several,neutral
6370262066,skin,firmer,neutral
6370262066,result,other,neutral
6370262066,result,anti,negative
6370262066,result,-,neutral
6370262066,result,aging,neutral
6370262066,result,enough,neutral
6370262066,cream,good,positive
8119761226,moisturizer,okay,positive
8119761226,option,better,positive
1346614570,moisturizer,good,positive
1346614570,benefit,significant,positive
1346614570,cream,previous,neutral
1346614570,ounce,half,neutral
1336348423,serum,nice,positive
1336348423,serum,lightweight,positive
1336348423,serum,facial,neutral
1336348423,skin,hydrate,neutral
1336348423,packaging,nice,positive
1336348423,glass,heavy,negative
1336348423,product,favorite,positive
2077020513,time,enough,neutral
2077020513,texture,heavy,negative
2077020513,day,humid,neutral
2077020513,england,new,neutral
6060193229,product,basic,neutral
6060193229,product,great,positive
6060193229,stuff,strong,positive
6060193229,aestheticians,medical,neutral
6060193229,peel,chemical,neutral
6060193229,application,proper,neutral
1009095641,cleanser,ok,positive
1009095641,cleanser,other,neutral
1009095641,cleanser,cheaper,neutral
1672086592,protection,high,neutral
1672086592,problem,next,neutral
1672086592,skin,oily,negative
1672086592,time,first,neutral
1672086592,way,long,neutral
1672086592,skin,combo,neutral
1672086592,skin,oily,negative
1672086592,supergoop,perfect,positive
22762855352,thing,amazing,positive
22762855352,face,worse,negative
32846710331,ordinary,love,positive
32846710331,effect,incredible,neutral
32846710331,consistency,lighter,neutral
32846710331,cream,deep,neutral
32846710331,cream,divine,positive
5293836199,product,amazing,positive
5293836199,tone,dullest,negative
5293836199,tone,uneven,neutral
5293836199,skin,brighter,positive
5293836199,compliment,constant,neutral
2724796408,exfoliator,love,positive
2724796408,exfoliator,good,positive
2724796408,packaging,amazing,negative
2724796408,look,naturalclean,neutral
2724796408,smell,decent,positive
2724796408,impression,first,neutral
2724796408,smell,better,positive
2724796408,skin,old,neutral
1338025747,buffet,more,neutral
1338025747,thing,such,neutral
1338025747,thing,good,positive
1338025747,product,other,neutral
5126855997,review,honest,positive
5126855997,serum,nice,positive
5126855997,glow,beautiful,positive
5126855997,fact,love,positive
5126855997,type,different,neutral
5985466731,product,best,positive
5985466731,product,right,neutral
5985466731,morning,next,neutral
5985466731,look,dry,negative
5985466731,cream,regular,neutral
5985466731,day,next,neutral
5985466731,bump,fine,positive
5985466731,price,expensive,negative
7943087762,skin,dry,negative
2282894310,shake,fair,positive
2282894310,thing,funny,positive
2282894310,undereye,swollen,neutral
2282894310,people,other,neutral
10421776288,goo,weird,negative
10421776288,goo,black,neutral
10421776288,gunk,black,neutral
8926536420,product,next,neutral
8926536420,product,wishful,neutral
5024024175,container,small,neutral
5024024175,moisturizer,new,neutral
5024024175,thing,wonderful,positive
5024024175,skin,ultra,neutral
5024024175,skin,dry,negative
5024024175,regime,minimalist,neutral
5024024175,supply,constant,neutral
6218423073,product,like,negative
6218423073,product,fresh,positive
6218423073,skin,dry,negative
6218423073,fragrance,strong,positive
6218423073,hydration,enough,neutral
24283895417,email,different,neutral
24283895417,day,next,neutral
9614746677,cream,good,positive
9614746677,purple,light,positive
9614746677,packaging,cute,positive
9614746677,spoon,little,neutral
9614746677,spoon,cute,positive
5536520390,claim,other,neutral
5536520390,point,fine,positive
5536520390,product,love,positive
9431499396,portion,small,neutral
9431499396,foundation,regular,neutral
9431499396,review,such,neutral
9431499396,review,great,positive
31223027636,step,first,neutral
31223027636,cleanse,double,neutral
31223027636,smell,pleasant,positive
31223027636,qualm,main,neutral
31223027636,hand,weak,negative
31223027636,bit,little,neutral
6664222369,packaging,love,positive
6664222369,pump,like,positive
6664222369,consistency,like,positive
6664222369,moisture,more,neutral
6664222369,hour,few,neutral
6664222369,moisturizer,favorite,positive
6664222369,moisturizer,nice,positive
6883897071,moisturizer,love,positive
6883897071,skin,prone,neutral
6883897071,pore,clog,neutral
23698775542,treatment,advanced,positive
23698775542,week,few,neutral
23698775542,routine,nighttime,neutral
23698775542,product,excellent,positive
1669992123,time,many,neutral
1669992123,thing,many,neutral
1669992123,thing,amazing,positive
1669992123,time,few,neutral
1669992123,skin,sensitive,negative
1669992123,layer,thicker,neutral
1669992123,look,dull,negative
7463051379,formula,new,neutral
7463051379,formula,awful,negative
7463051379,moisturizer,new,neutral
1766845886,way,convenient,neutral
1766845886,smell,discernable,neutral
1766845886,change,huge,positive
5380583571,skin,dry,negative
5380583571,skin,oilycombo,neutral
1059870297,sensation,nice,positive
1059870297,skin,acne,negative
1059870297,skin,prone,neutral
1059870297,skin,clear,positive
29531983648,difference,noticeable,positive
29531983648,product,enjoy,positive
5979342116,stuff,love,positive
5979342116,moisturizer,perfect,positive
5979342116,stuff,light,positive
5979342116,skin,oily,negative
5979342116,skin,good,positive
2159263210,skin,dry,negative
2159263210,skin,oily,negative
5145477177,formula,great,positive
5145477177,cast,white,negative
5145477177,sunscreen,hg,neutral
5145477177,sunscreen,clean,positive
7470134085,foamy,nice,positive
7470134085,lather,foamy,positive
7470134085,pimple,tiny,neutral
7470134085,type,oily,negative
7470134085,de,love,positive
5709445850,moisturizer,adore,positive
5709445850,skin,softer,neutral
5709445850,skin,sensitive,negative
35545902028,product,useless,negative
35545902028,layer,nother,neutral
2043520128,thing,first,neutral
2043520128,scent,minimal,neutral
2043520128,tanner,horrible,negative
2043520128,gel,refreshing,positive
2043520128,minute,first,neutral
2043520128,mark,uneven,neutral
2043520128,tinge,slight,neutral
2043520128,day,other,neutral
2043520128,point,great,positive
27007466698,wash,love,positive
27007466698,water,little,neutral
2275775256,glow,nice,positive
2275775256,product,enough,neutral
2275775256,protection,spf,neutral
2275775256,look,unnatural,neutral
2275775256,medium,social,neutral
7555968836,skin,dry,negative
